indexx,position,start_time_in_video_in_sec,duration_in_video_in_sec,post_id,post_code,user_pk,user_pk_id,user_username,user_full_name,user_is_private,user_is_verified,user_profile_pic_id,user_profile_pic_url
5,"[0.6736111, 0.42361109999999996]",,,3107803620653781142_1476212445,CshIu1YvdCW,1426106462,1426106462,snapp_team,اسنپ! | !Snapp,0,0,2742387497509207495_1426106462,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/271385182_1059048134886265_3038256664265502242_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=wcQLNqXDD_sAX_2JsEF&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfCXs2MwYNmoRcIIxjhW1JAmhF1Q3m8-kiiDmbFACZGJfg&oe=64C31BC0&_nc_sid=472314
6,"[0.830189, 0.7594329]",,,3107803620653781142_1476212445,CshIu1YvdCW,3476263833,3476263833,balouch_gram,بلوچ گرام,0,0,2776442529182177383_3476263833,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/274236160_467986534881953_4838980797360127657_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=H9BGjqtynqIAX-tr_kK&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfAZzHU-RMZethAtULfmY6UTHsx2etjcKJ-JonrGPWuRAw&oe=64C1994C&_nc_sid=472314
7,"[0.6911621, 0.6800944]",,,3107642476902722201_5563551393,CsgkF4ks6qZ,5563551393,5563551393,snapp_box,SnappBox | اسنپ‌باکس,0,0,2224953243925160997_5563551393,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/82389764_191262562027390_7525182396543533056_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=jhrPLu60OVEAX9puZ0E&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfAdOUdYKKPGEfWQqQt1IBn587YOeE6grmPEXfoLJtgLfA&oe=64C1855E&_nc_sid=472314
8,"[0.5, 0.5]",,,3107620806946556935_37233449436,CsgfKi2qYwH,1389061093,1389061093,zahdaniha,زاهدانی ها ۲,0,0,2828610972710240452_1389061093,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/279478291_4861849427259761_1376236628910339173_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=zwLxv8RC02gAX_La2uf&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfD_AyUOHkScp1EUaholD5KdTzAlPsJzkmygU10p37TKZQ&oe=64C26963&_nc_sid=472314
9,"[0.68472224, 0.71342593]",,,3107620806946556935_37233449436,CsgfKi2qYwH,1426106462,1426106462,snapp_team,اسنپ! | !Snapp,0,0,2742387497509207495_1426106462,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/271385182_1059048134886265_3038256664265502242_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=wcQLNqXDD_sAX_2JsEF&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfCXs2MwYNmoRcIIxjhW1JAmhF1Q3m8-kiiDmbFACZGJfg&oe=64C31BC0&_nc_sid=472314
10,"[0.49658367000000003, 0.7160671]",,,3107522808712428363_47902820420,CsgI4e4untL,46978173319,46978173319,tintweets,tintweets | تین توییت,0,0,2677382441031532333_46978173319,https://scontent-fra3-2.cdninstagram.com/v/t51.2885-19/244346224_824546541569771_761705420468962535_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-2.cdninstagram.com&_nc_cat=1&_nc_ohc=ZBmX0obJy-kAX85Zw2q&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfABlXx8eccWon4V-2dDKRmSFCntdu5-j799JUUQ_kC8Gg&oe=64C33909&_nc_sid=472314
11,"[0.7008988627, 0.6337078652]",,,3107452501724983949_560013345,Csf45YZt3KN,1426106462,1426106462,snapp_team,اسنپ! | !Snapp,0,0,2742387497509207495_1426106462,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/271385182_1059048134886265_3038256664265502242_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=wcQLNqXDD_sAX_2JsEF&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfCXs2MwYNmoRcIIxjhW1JAmhF1Q3m8-kiiDmbFACZGJfg&oe=64C31BC0&_nc_sid=472314
12,"[0.4910113045, 0.6606741573]",,,3107452501724983949_560013345,Csf45YZt3KN,3215027595,3215027595,tapsi_ir,TAPSI تپسی,0,0,2854514366352254783_3215027595,https://scontent-fra5-2.cdninstagram.com/v/t51.2885-19/286328730_597290042062029_2383298424100437954_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-2.cdninstagram.com&_nc_cat=109&_nc_ohc=Ab4BPeoqSuwAX_gCIhr&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfDvy7PgkykK7bKz6oYl409ou2groOJ8lSfFKRpki21Nog&oe=64C28216&_nc_sid=472314
13,"[0.6042696492, 0.8853932584]",,,3107452501724983949_560013345,Csf45YZt3KN,8470922045,8470922045,yeganeh_k,yeganeh_k,1,0,3153121235574165316_8470922045,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/362340480_240267598848074_7066088776503872412_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=R5hHN9d5n3kAX9TO6rl&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfAkI8BYdwCKmvaCbaQtqgVZBUH1xsKuLiryudNturzANw&oe=64C28812&_nc_sid=472314
14,"[0.19305556000000001, 0.92083335]",,,3107030412857362361_51265507243,CseY7Lgsse5,8296626771,8296626771,obr.taxi,Obr Taxi,0,0,2966517463697141353_8296626771,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/314653391_3320931574839802_3832005883717536659_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=2gdSg2X14-cAX8ZaFIP&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfCWCL1tyclfiDsez43KlM85yti6dqriMOTzDD3QwZqhVQ&oe=64C31E24&_nc_sid=472314
15,"[0.93194443, 0.80138886]",,,3107030412857362361_51265507243,CseY7Lgsse5,51124652771,51124652771,snap_driver_6,,0,0,2735252107624999702_51124652771,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/269736070_2793691450930680_2940149842505432028_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=jVkzX4ASZp0AX-x0ZcC&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfAw1w2Tg8YY3hIUX33qiR37BjG9CAzlnQh8mJ6gLnVzWw&oe=64C2E422&_nc_sid=472314
16,"[0.59444445, 0.9291667]",,,3107030412857362361_51265507243,CseY7Lgsse5,51265507243,51265507243,drive._.snap,تاکسی اینترنتی,0,0,3142349139576115826_51265507243,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/358347915_1642779979466969_753426232208690876_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=q4_oYpxdP4cAX_8ZlzP&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfDP6ER0z8S57SjSlT6gspPqNUTaiZ9gPN43ofVCZU4qhw&oe=64C31E33&_nc_sid=472314
17,"[0.5228849, 0.69804466]",,,3106770725125330924_46146327265,Csdd4OdrZfs,46146327265,46146327265,baby_._._land,اسباب بازی و عروسک بیبی لند,0,0,2661755247716708247_46146327265,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/241747752_578532040164686_6369783302773223348_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=ALHK78ZlTKYAX__rYzP&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfCDdvzfZVCoEzghx08TlUyr05ujW7s4MlsWDRZihcuiTw&oe=64C265AB&_nc_sid=472314
18,"[0.15648147, 0.40555555]",,,3102634228391996562_45815757646,CsOxWRrReyS,45815757646,45815757646,storhino,𝗦𝗧𝗢𝗥𝗛𝗜𝗡𝗢,0,0,2964176931084600491_45815757646,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/313910200_1602861053466926_1139143784282596015_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=pn5LkL_xsPUAX8MvaiU&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfBJDwXkaaMoeYqzNgcjwYM0nJWAr4w2lRrWGQcYslPuUg&oe=64C17B71&_nc_sid=472314
19,"[0.22407408, 0.78518516]",,,3042520345513312196_45815757646,Co5NCJgOD_E,45815757646,45815757646,storhino,𝗦𝗧𝗢𝗥𝗛𝗜𝗡𝗢,0,0,2964176931084600491_45815757646,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/313910200_1602861053466926_1139143784282596015_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=pn5LkL_xsPUAX8MvaiU&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfBJDwXkaaMoeYqzNgcjwYM0nJWAr4w2lRrWGQcYslPuUg&oe=64C17B71&_nc_sid=472314
20,"[0.1616211, 0.67249227]",,,3106098962595343319_5418216239,CsbFIy2tGvX,3174438735,3174438735,wrya.v,W,1,0,2714148174547338571_3174438735,https://scontent-fra5-2.cdninstagram.com/v/t51.2885-19/259902855_172304008444929_759788293091540193_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-2.cdninstagram.com&_nc_cat=109&_nc_ohc=Iq1MmF47Qn8AX8M47Uw&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfBH8FtClTj-9GbsPPZLe-ZvU-EIclVPRruBcszMH-iWuQ&oe=64C22199&_nc_sid=472314
21,"[0.076744186, 0.9391903531]",,,3105618624508626985_1724639782,CsZX69JrIgp,1758877352,1758877352,ieeeorg,IEEE,0,0,1318170381395642784_1758877352,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/13651810_169069140183878_2052853785_a.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=w6fiRiLlTxIAX8EqAn4&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfAHeYgqyG7P8wKruVqmWoY0sycWlMtCT4_63pQDN5zdIA&oe=64C1E797&_nc_sid=472314
22,"[0.0653594807, 0.0213608958]",,,3105618624508626985_1724639782,CsZX69JrIgp,1773475311,1773475311,fumssces,SSCES FUM,0,0,2087233559797556475_1773475311,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/66290380_1181332815383173_8563701790749491200_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=AvK2u4oYCC4AX8RAHA_&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfC6xK1KePu85bdHzOeNN3_6fCWWYG2N-GDcfkZrx2NLgQ&oe=64C24CF1&_nc_sid=472314
23,"[0.1488372093, 0.9791559001000001]",,,3105618624508626985_1724639782,CsZX69JrIgp,7416824837,7416824837,ieeeiransection,IEEE Iran Section,0,0,1809419031495569091_7416824837,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/35156122_192559404795130_4955675206203998208_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=CcsOCxVCCQsAX8NXyr9&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfBqQaf7PaDjFLfXqtgEnULYj2RvxovBbmo1bbvouJUpdQ&oe=64C2CDC9&_nc_sid=472314
24,"[0.3803418803, 0.5606837607]",,,3104817595885470426_1426106462,CsWhydHIsLa,1426106462,1426106462,snapp_team,اسنپ! | !Snapp,0,0,2742387497509207495_1426106462,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/271385182_1059048134886265_3038256664265502242_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=wcQLNqXDD_sAX_2JsEF&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfCXs2MwYNmoRcIIxjhW1JAmhF1Q3m8-kiiDmbFACZGJfg&oe=64C31BC0&_nc_sid=472314
25,"[0.2685185, 0.54444444]",,,3104774104385258599_58419340353,CsWX5kftwRn,53402972545,53402972545,beauty_luxery_sanjag,آرایشی، بیوتی ،بهداشتی,0,0,3087976570512477090_53402972545,https://scontent-fra3-2.cdninstagram.com/v/t51.2885-19/343162832_262781092755547_3174192541818200593_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=y_dMLU0m9iEAX_MLgxO&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfBqWDI_vyIgBssUYyC4RubTq-p1aZBkptVpMNBAFcVdEg&oe=64C1B73A&_nc_sid=472314
26,"[0.48148149999999995, 0.875]",,,3105201595646864457_1970513603,CsX5GYwgexJ,7212332789,7212332789,r_najmiiiiii,R-najmiii,0,0,2434198300306845999_7212332789,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/123299190_693935418202234_49847345656730564_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=xsaGJfRubeQAX8sSlcI&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfCobZXgeATL5HccmwiKNLWx7herucGJvsznlzVnIqNQkA&oe=64C29884&_nc_sid=472314
27,"[0.787037, 0.8833333]",,,3105201595646864457_1970513603,CsX5GYwgexJ,52617337213,52617337213,run_shiraz,run-shiraz,0,0,2817625022631595167_52617337213,https://scontent-fra5-2.cdninstagram.com/v/t51.2885-19/278498139_1391844391239402_3589609846892011153_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-2.cdninstagram.com&_nc_cat=106&_nc_ohc=BGHTdPREB1oAX8JPQCN&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfDUczuH6vr49xy-3ZF1SsWRHHjZ4lDdjbbcPjpNkAQUsA&oe=64C25360&_nc_sid=472314
28,"[0.39941406, 0.259158]",,,3104142651817841330_48371069257,CsUIUudvdKy,1426106462,1426106462,snapp_team,اسنپ! | !Snapp,0,0,2742387497509207495_1426106462,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/271385182_1059048134886265_3038256664265502242_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=wcQLNqXDD_sAX_2JsEF&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfCXs2MwYNmoRcIIxjhW1JAmhF1Q3m8-kiiDmbFACZGJfg&oe=64C31BC0&_nc_sid=472314
29,"[0.53808594, 0.1360026]",,,3104142651817841330_48371069257,CsUIUudvdKy,6013820855,6013820855,snappfood,اسنپ فود,0,0,2416381155155696562_6013820855,https://scontent-fra3-2.cdninstagram.com/v/t51.2885-19/121038500_259766775365087_7537936813484817491_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=Yfr5-mRYSHEAX-DqHVc&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfDvOncAKJ_SaPfX0ULuBU4AscxUqHH0m7knSvway24Tbw&oe=64C30CCA&_nc_sid=472314
30,"[0.2163086, 0.27760416]",,,3104142651817841330_48371069257,CsUIUudvdKy,6729702056,6729702056,snapptrip,SnappTrip | اسنپ‌تریپ,0,0,2852570718630069456_6729702056,https://scontent-fra3-2.cdninstagram.com/v/t51.2885-19/285836611_766693571167564_3132965236950992234_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=26M_wAxZENUAX_8OwYg&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfB0r0xSrKG73KQZbvEKJMxX2hBT7TLf1ZOeLhQNltk6hg&oe=64C1C1F7&_nc_sid=472314
31,"[0.75341797, 0.5108941]",,,3104142651817841330_48371069257,CsUIUudvdKy,7625600229,7625600229,snappmarket,Snappmarket,0,0,2226199313258876400_7625600229,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/81621370_482664679321814_1941542706345934848_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=fOnAgNxGXuYAX8vVOPx&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfCG-GZOxxTVGt2-hCtK8_n2_8KXx3t9HbV0piPrZ63tIA&oe=64C1AF5B&_nc_sid=472314
32,"[0.39868164, 0.42246094]",,,3104142651817841330_48371069257,CsUIUudvdKy,10093642639,10093642639,drivers.snapp,باشگاه رانندگان اسنپ,0,0,2079115095425743614_10093642639,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/65028931_476309659612346_5913852031637913600_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=KgSAavYDevcAX-sH0qb&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfAMRWth6v5xS9pXYOHvAHnpIWk-isa-BPsZitAdk_Wpiw&oe=64C20813&_nc_sid=472314
33,"[0.39208984, 0.77131075]",,,3104142651817841330_48371069257,CsUIUudvdKy,52257637371,52257637371,snapp.drivers.syndicate,سندیکای رانندگان اینترنتی,0,0,2934287833106473237_52257637371,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/308673475_4852000084901822_5624126877094445165_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=tFuMfwDnFfAAX99j3bJ&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfD6JiVFQB5QV1qlakaBrdwdkTTo7-GQ1WDOXzMLNxNFZg&oe=64C2DBC4&_nc_sid=472314
34,"[0.7974358974, 0.7456610242]",,,3103963132552554853_59252229249,CsTfgYHtCll,59252229249,59252229249,ghazalehghasemi1,غزاله قاسمی | روانشناس,0,0,3101268377880480630_59252229249,https://scontent-fra5-2.cdninstagram.com/v/t51.2885-19/346674717_6482782061772009_489268201569660512_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-2.cdninstagram.com&_nc_cat=109&_nc_ohc=8C8Vfkon1i8AX8sqBL0&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfB7S61FdMMtAMvBNBHRNf_dSUf74wLq_8IEqy5387FI1A&oe=64C20BC5&_nc_sid=472314
35,"[0.51574075, 0.8536577]",,,3103851001323616745_47902820420,CsTGApxonnp,46978173319,46978173319,tintweets,tintweets | تین توییت,0,0,2677382441031532333_46978173319,https://scontent-fra3-2.cdninstagram.com/v/t51.2885-19/244346224_824546541569771_761705420468962535_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=ZBmX0obJy-kAX85Zw2q&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfABlXx8eccWon4V-2dDKRmSFCntdu5-j799JUUQ_kC8Gg&oe=64C33909&_nc_sid=472314
36,"[0.7453333333000001, 0.17200000000000001]",,,3103541274547376755_58259666545,CsR_liPKNJz,58259666545,58259666545,mardane_irani_,مشاوره محصولات و مشکلات  جنسی  بانوان و اقایان,0,0,3106874513379032845_58259666545,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/348243786_794856608689484_694720480115310084_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=FFwM6hKo1G8AX8yKaGs&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfAAMXekVeV4Q4onMTtqibXF4lbOwD3SZB5M70tNFLww0A&oe=64C248F5&_nc_sid=472314
37,"[0.1453333333, 0.26933333330000003]",,,3103540380825049209_58259666545,CsR_Yh5KFh5,58259666545,58259666545,mardane_irani_,مشاوره محصولات و مشکلات  جنسی  بانوان و اقایان,0,0,3106874513379032845_58259666545,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/348243786_794856608689484_694720480115310084_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=FFwM6hKo1G8AX8yKaGs&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfAAMXekVeV4Q4onMTtqibXF4lbOwD3SZB5M70tNFLww0A&oe=64C248F5&_nc_sid=472314
38,"[0.3132045089, 0.5853462158]",,,3103187788698682115_54305605391,CsQvNo4twMD,54305605391,54305605391,mahtab_clinic_,زود انزالی/افزایش سایز آلت/نعوظ,0,0,3085173922983187815_54305605391,https://scontent-fra5-2.cdninstagram.com/v/t51.2885-19/342088316_1376269996494810_7007602152052404735_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-2.cdninstagram.com&_nc_cat=106&_nc_ohc=HMfyKITLGi0AX-0q63j&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfCH8ip4GpIEI0qMfsQVuDIyTljBUhdEB3DR_EQEsWNNkw&oe=64C297B3&_nc_sid=472314
39,"[0.567753, 0.7888889]",,,3102612386652884211_15130508013,CsOsYb-LAzz,15130508013,15130508013,shima.twitter,شیما توییتر,0,0,3048167784580043466_15130508013,https://scontent-fra3-2.cdninstagram.com/v/t51.2885-19/333319707_211314118110166_7343893374288074903_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-2.cdninstagram.com&_nc_cat=1&_nc_ohc=mV-iQtb4t0wAX8iCoIP&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfDVz8zKHGNfmXkfxVr0oy0_CKEjjEh8UrIxFrdB0CrUBQ&oe=64C26FEB&_nc_sid=472314
40,"[0.5, 0.5]",,,3101712471484462978_51285756765,CsLfw8qOveC,52992688493,52992688493,rezadosti.fun,,0,0,3083161840283570030_52992688493,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/341402199_3424896267726686_7856887666886147093_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=K2qbvCg10ooAX88TaMO&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfBGLll_flaWiRsLhc6y_qVjqEejBh8n2bxy900tvsHNTQ&oe=64C28F12&_nc_sid=472314
0,"[0.6146666667, 0.6053333333]",,,3101668327458303175_49588828753,CsLVukVO2zH,49588828753,49588828753,dorehmi_simsim,مشكلات/همفكري/دردودل,0,0,3003306890454979826_49588828753,https://scontent-fra3-2.cdninstagram.com/v/t51.2885-19/322000675_1296798454566523_7320409842133717034_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=9iH28cqnw1oAX-9zx8_&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfDMXvgb7851KdzI6qisrImHbRtv8UdtwCPZZs9yn9hvCg&oe=64C328AD&_nc_sid=472314
1,"[0.5787036999999999, 0.837963]",,,3101116129099464816_55155672395,CsJYLBiNUBw,1426106462,1426106462,snapp_team,اسنپ! | !Snapp,0,0,2742387497509207495_1426106462,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/271385182_1059048134886265_3038256664265502242_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=wcQLNqXDD_sAX_2JsEF&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfCXs2MwYNmoRcIIxjhW1JAmhF1Q3m8-kiiDmbFACZGJfg&oe=64C31BC0&_nc_sid=472314
2,"[0.4712963, 0.8441295600000001]",,,3101116129099464816_55155672395,CsJYLBiNUBw,3215027595,3215027595,tapsi_ir,TAPSI تپسی,0,0,2854514366352254783_3215027595,https://scontent-fra5-2.cdninstagram.com/v/t51.2885-19/286328730_597290042062029_2383298424100437954_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-2.cdninstagram.com&_nc_cat=109&_nc_ohc=Ab4BPeoqSuwAX_gCIhr&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfDvy7PgkykK7bKz6oYl409ou2groOJ8lSfFKRpki21Nog&oe=64C28216&_nc_sid=472314
3,"[0.31851852, 0.8509259]",,,3101116129099464816_55155672395,CsJYLBiNUBw,6623547816,6623547816,taximaxim_ir,صفحه‌ی رسمی تاکسی ماکسیم,0,1,1661747877784662434_6623547816,https://scontent-fra3-2.cdninstagram.com/v/t51.2885-19/24331747_146207629478123_1482788766899765248_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=07zSEFV4WzIAX8Xx3cB&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfD_OvozX-DIj3LuTKfXTIyLGkjGeF6lrtMsx25GxH84jA&oe=64C1A7FC&_nc_sid=472314
4,"[0.4722222, 0.9222222]",,,3101116129099464816_55155672395,CsJYLBiNUBw,55155672395,55155672395,iraneconomist.ir,Iran Economist | ایران اکونومیست,0,0,3051048327355162987_55155672395,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/334051452_1386482768829663_1710344762973755369_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=Y4fphcQi1bAAX_5RHBa&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfDL-A9fdl1ClWeLDK2MzTzvVpEkStyKDSz2jFzaI2DKfQ&oe=64C34669&_nc_sid=472314
5,"[0.13647461, 0.16447483000000002]",,,3100416223098981819_1558240730,CsG5CDRrE27,1558240730,1558240730,mabnatelecom,MabnaTelecom / مبنا تلکام,0,0,2286160228401674062_1558240730,https://scontent-fra3-2.cdninstagram.com/v/t51.2885-19/92927060_218728282738327_2791456557437550592_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=VNJXJ8I23dAAX9DfzYM&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfDZ1BAv5-qY04uxOUEKiUMp_NsWv8FhlJlN9ZAiuf__VQ&oe=64C3482B&_nc_sid=472314
6,"[0.0, 0.0]",,,3100205297799548417_21446673207,CsGJEryIE4B,1426106462,1426106462,snapp_team,اسنپ! | !Snapp,0,0,2742387497509207495_1426106462,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/271385182_1059048134886265_3038256664265502242_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=wcQLNqXDD_sAX_2JsEF&edm=AMKDjl4BAAAA&ccb=7-5&oh=00_AfCXs2MwYNmoRcIIxjhW1JAmhF1Q3m8-kiiDmbFACZGJfg&oe=64C31BC0&_nc_sid=472314
